municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Coslada;13/05/2020 9:00;20;24,49;796;974,76;493
Morata de Tajuña;13/05/2020 9:00;;13,02;96;1249,51;915
Robregordo;13/05/2020 9:00;;0;;0;1261
Navarredonda y San Mamés;13/05/2020 9:00;;0;;1550,39;973
Venturada;13/05/2020 9:00;;0;;138,7;1697
Navacerrada;13/05/2020 9:00;;33,65;18;605,65;936
Montejo de la Sierra;13/05/2020 9:00;;0;;283,29;881
Fresno de Torote;13/05/2020 9:00;;0;14;630,35;571
Pinilla del Valle;13/05/2020 9:00;;0;;0;1126
Valdemaqueda;13/05/2020 9:00;;128,04;;640,2;1599
Navas del Rey;13/05/2020 9:00;15;514,05;78;2673,06;992
Olmeda de las Fuentes;13/05/2020 9:00;;0;;862,07;1013
Bustarviejo;13/05/2020 9:00;;0;7;279,66;284
Becerril de la Sierra;13/05/2020 9:00;;0;31;542,53;186
Fuenlabrada;13/05/2020 9:00;45;23,23;1528;788,85;587
Pinto;13/05/2020 9:00;23;43,79;274;521,65;1132
Alameda del Valle;13/05/2020 9:00;;0;;0;35
Berzosa del Lozoya;13/05/2020 9:00;;0;;975,61;203
Los Santos de la Humosa;13/05/2020 9:00;;38,61;20;772,2;1375
El Álamo;13/05/2020 9:00;;52,8;78;823,65;40
Pelayos de la Presa;13/05/2020 9:00;;38,52;18;693,37;1090
Galapagar;13/05/2020 9:00;23;68,16;266;788,34;611
Griñón;13/05/2020 9:00;;29,07;84;814,03;663
Gargantilla del Lozoya y Pinilla de Buitrago;13/05/2020 9:00;;0;;949,37;632
Aldea del Fresno;13/05/2020 9:00;;70,47;56;1973,22;88
Carabaña;13/05/2020 9:00;;0;14;696,52;357
Talamanca de Jarama;13/05/2020 9:00;;77,78;29;751,88;1454
Chapinería;13/05/2020 9:00;;42,96;7;300,69;513
Ciempozuelos;13/05/2020 9:00;14;56,93;236;959,66;409
Ajalvir;13/05/2020 9:00;;21,22;14;297,11;29
San Lorenzo de El Escorial;13/05/2020 9:00;11;59,88;139;756,71;1317
Gascones;13/05/2020 9:00;;0;;0;647
San Martín de la Vega;13/05/2020 9:00;;26,08;90;469,48;1322
Móstoles;13/05/2020 9:00;156;74,58;2079;993,86;920
Leganés;13/05/2020 9:00;81;42,66;2962;1560,09;745
Braojos;13/05/2020 9:00;;0;;975,61;246
Cubas de la Sagra;13/05/2020 9:00;;31,19;28;436,61;506
Algete;13/05/2020 9:00;;24,26;109;528,84;91
Mejorada del Campo;13/05/2020 9:00;;12,89;173;743,32;843
Loeches;13/05/2020 9:00;;11,38;49;557,39;758
Parla;13/05/2020 9:00;16;12,3;748;574,84;1065
Fuentidueña de Tajo;13/05/2020 9:00;;48,71;18;876,77;604
Ambite;13/05/2020 9:00;;0;7;1182,43;112
Torremocha de Jarama;13/05/2020 9:00;;0;8;785,08;1533
Anchuelo;13/05/2020 9:00;;0;7;550,75;127
Los Molinos;13/05/2020 9:00;;22,78;51;1162;875
Soto del Real;13/05/2020 9:00;;22,73;65;738,72;1441
Valverde de Alcalá;13/05/2020 9:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;13/05/2020 9:00;;29,87;34;507,77;590
Horcajo de la Sierra-Aoslos;13/05/2020 9:00;;0;;2758,62;702
Valdeolmos-Alalpardo;13/05/2020 9:00;;0;11;265,96;1625
Campo Real;13/05/2020 9:00;;16,1;24;386,47;339
Valdeavero;13/05/2020 9:00;;0;8;514,8;1564
Villamanrique de Tajo;13/05/2020 9:00;;0;;568,99;1739
Cobeña;13/05/2020 9:00;9;121,16;74;996,23;416
Fresnedillas de la Oliva;13/05/2020 9:00;;0;9;572,52;565
Valdilecha;13/05/2020 9:00;;34,09;18;613,71;1659
El Berrueco;13/05/2020 9:00;;0;8;1052,63;210
Pezuela de las Torres;13/05/2020 9:00;;0;;237,53;1111
Villar del Olmo;13/05/2020 9:00;;0;;198,91;1795
Guadarrama;13/05/2020 9:00;14;87,33;205;1278,69;685
San Martín de Valdeiglesias;13/05/2020 9:00;;35,47;85;1004,85;1338
Torrelodones;13/05/2020 9:00;17;71,68;309;1302,86;1527
Boadilla del Monte;13/05/2020 9:00;31;56,81;333;610,23;225
Torrejón de Velasco;13/05/2020 9:00;;22,82;20;456,41;1505
Villanueva de Perales;13/05/2020 9:00;;0;;319,9;1782
Tielmes;13/05/2020 9:00;;37,74;33;1245,28;1467
San Sebastián de los Reyes;13/05/2020 9:00;18;20,16;484;542,14;1343
Guadalix de la Sierra;13/05/2020 9:00;12;193,11;50;804,63;679
Humanes de Madrid;13/05/2020 9:00;9;45,59;117;592,62;730
Chinchón;13/05/2020 9:00;;18,76;26;487,71;528
Cadalso de los Vidrios;13/05/2020 9:00;;0;8;263,24;318
Hoyo de Manzanares;13/05/2020 9:00;6;71,14;37;438,7;724
Torrejón de la Calzada;13/05/2020 9:00;;0;37;417,04;1492
Estremera;13/05/2020 9:00;;0;9;714,29;552
Corpa;13/05/2020 9:00;;0;6;841,51;480
Meco;13/05/2020 9:00;;0;127;887,8;838
Madarcos;13/05/2020 9:00;;0;;0;783
Zarzalejo;13/05/2020 9:00;7;422,2;29;1749,1;1837
Arganda del Rey;13/05/2020 9:00;12;21,66;343;619,26;148
Collado Mediano;13/05/2020 9:00;;14,37;32;459,9;468
Daganzo de Arriba;13/05/2020 9:00;;19,6;41;401,76;534
Manzanares El Real;13/05/2020 9:00;6;67,87;43;486,43;822
Buitrago del Lozoya;13/05/2020 9:00;;0;15;796,18;278
Valdelaguna;13/05/2020 9:00;;0;;106,72;1570
Valdepiélagos;13/05/2020 9:00;;0;;0;1631
Casarrubuelos;13/05/2020 9:00;;0;11;291,16;360
Miraflores de la Sierra;13/05/2020 9:00;;16,37;36;589,39;856
Paracuellos de Jarama;13/05/2020 9:00;;3,96;71;280,98;1049
El Vellón;13/05/2020 9:00;;0;13;663,94;1684
Lozoya;13/05/2020 9:00;;0;;172,12;761
Collado Villalba;13/05/2020 9:00;27;42,4;487;764,77;474
Colmenarejo;13/05/2020 9:00;6;65,72;47;514,79;442
Villavieja del Lozoya;13/05/2020 9:00;;0;;0;1821
Prádena del Rincón;13/05/2020 9:00;;0;;0;1179
La Cabrera;13/05/2020 9:00;;0;11;412,45;301
Sevilla la Nueva;13/05/2020 9:00;6;64,39;129;1384,42;1415
La Acebeda;13/05/2020 9:00;;0;;0;14
Redueña;13/05/2020 9:00;;0;;769,23;1219
Robledillo de la Jara;13/05/2020 9:00;;0;;1250;1245
La Serna del Monte;13/05/2020 9:00;;0;;0;1381
Colmenar de Oreja;13/05/2020 9:00;;0;25;311,25;437
Rozas de Puerto Real;13/05/2020 9:00;;0;;566,04;1283
Valdemanco;13/05/2020 9:00;;0;;109,41;1586
Brunete;13/05/2020 9:00;35;326,01;109;1015,28;262
Titulcia;13/05/2020 9:00;;76,16;9;685,45;1473
Villa del Prado;13/05/2020 9:00;;61,35;118;1809,82;1718
Lozoyuela-Navas-Sieteiglesias;13/05/2020 9:00;;0;;230,95;9015
Quijorna;13/05/2020 9:00;;0;22;639,72;1198
Valdemoro;13/05/2020 9:00;20;26,32;771;1014,7;1610
Tres Cantos;13/05/2020 9:00;51;106,87;393;823,52;9036
Torrelaguna;13/05/2020 9:00;;84,03;22;462,18;1512
Rivas-Vaciamadrid;13/05/2020 9:00;25;28,36;556;630,74;1230
El Atazar;13/05/2020 9:00;;0;;0;164
Pedrezuela;13/05/2020 9:00;;16,97;25;424,3;1087
Cervera de Buitrago;13/05/2020 9:00;;0;;2000;395
Santa María de la Alameda;13/05/2020 9:00;;79,74;6;478,47;1356
Horcajuelo de la Sierra;13/05/2020 9:00;;0;;0;719
Arroyomolinos;13/05/2020 9:00;19;60,52;177;563,77;151
Moralzarzal;13/05/2020 9:00;;38,38;74;568,09;908
Canencia;13/05/2020 9:00;;0;;447,43;344
Villarejo de Salvanés;13/05/2020 9:00;;13,63;36;490,8;1809
Serranillos del Valle;13/05/2020 9:00;;24,01;33;792,32;1408
Villaviciosa de Odón;13/05/2020 9:00;12;43,11;207;743,67;1816
Camarma de Esteruelas;13/05/2020 9:00;;0;42;572,52;323
Robledo de Chavela;13/05/2020 9:00;;70,26;26;608,9;1258
Patones;13/05/2020 9:00;;0;6;1109,06;1071
Navalagamella;13/05/2020 9:00;;0;6;229,89;954
Rascafría;13/05/2020 9:00;;0;6;360,58;1202
El Boalo;13/05/2020 9:00;;13,32;40;532,77;231
Majadahonda;13/05/2020 9:00;14;19,49;550;765,74;800
Batres;13/05/2020 9:00;;0;8;475,06;170
Alcobendas;13/05/2020 9:00;45;38,45;761;650,21;66
Alcalá de Henares;13/05/2020 9:00;37;18,91;2331;1191,42;53
Colmenar Viejo;13/05/2020 9:00;62;122,16;417;821,64;455
San Fernando de Henares;13/05/2020 9:00;10;25,36;412;1044,84;1300
Villalbilla;13/05/2020 9:00;;21,62;92;662,92;1723
El Escorial;13/05/2020 9:00;33;204,18;130;804,36;549
Colmenar del Arroyo;13/05/2020 9:00;;173,91;49;2840,58;421
Torrejón de Ardoz;13/05/2020 9:00;25;19,03;962;732,25;1489
Piñuécar-Gandullas;13/05/2020 9:00;;0;;0;1147
Brea de Tajo;13/05/2020 9:00;;190,84;6;1145,04;259
El Molar;13/05/2020 9:00;;0;35;391,59;869
Belmonte de Tajo;13/05/2020 9:00;;0;;300,48;199
Torres de la Alameda;13/05/2020 9:00;;25,71;75;964,13;1548
Somosierra;13/05/2020 9:00;;0;;1162,79;1436
Alpedrete;13/05/2020 9:00;;13,72;140;960,55;105
Orusco de Tajuña;13/05/2020 9:00;;0;17;1366,56;1028
La Hiruela;13/05/2020 9:00;;0;;1754,39;698
Getafe;13/05/2020 9:00;45;24,54;1282;699,12;650
Ribatejada;13/05/2020 9:00;;0;;255,43;1224
Villaconejos;13/05/2020 9:00;;29,52;9;265,64;1701
Valdetorres de Jarama;13/05/2020 9:00;;22,24;17;378,03;1646
Madrid-Retiro;12/05/2020 9:00;85;71,24;1434;1201,84;79603
Madrid-Salamanca;12/05/2020 9:00;61;41,75;1602;1096,48;79604
Madrid-Centro;12/05/2020 9:00;40;29,66;1132;839,46;79601
Madrid-Arganzuela;12/05/2020 9:00;61;39,66;1551;1008,43;79602
Madrid-Chamartín;12/05/2020 9:00;58;39,77;1585;1086,74;79605
Madrid-Tetuán;12/05/2020 9:00;58;36,7;2080;1316,26;79606
Madrid-Chamberí;12/05/2020 9:00;67;48,07;1509;1082,66;79607
Madrid-Fuencarral-El Pardo;12/05/2020 9:00;102;41,47;2920;1187,29;79608
Madrid-Moncloa-Aravaca;12/05/2020 9:00;81;67,83;1345;1126,29;79609
Madrid-Latina;12/05/2020 9:00;136;57,09;2705;1135,51;79610
Madrid-Carabanchel;12/05/2020 9:00;112;44,25;2622;1035,96;79611
Madrid-Usera;12/05/2020 9:00;41;29,34;1361;973,94;79612
Madrid-Puente de Vallecas;12/05/2020 9:00;111;47,26;2979;1268,43;79613
Madrid-San Blas - Canillejas;12/05/2020 9:00;52;32,88;1422;899,19;79620
Madrid-Barajas;12/05/2020 9:00;9;18,39;419;856,06;79621
Madrid-Moratalaz;12/05/2020 9:00;37;39,12;1291;1365,13;79614
Madrid-Ciudad Lineal;12/05/2020 9:00;63;29,13;2156;996,84;79615
Madrid-Hortaleza;12/05/2020 9:00;35;18,6;1702;904,42;79616
Madrid-Villaverde;12/05/2020 9:00;48;32,23;1384;929,2;79617
Madrid-Villa de Vallecas;12/05/2020 9:00;33;29,9;1190;1078,24;79618
Madrid-Vicálvaro;12/05/2020 9:00;40;55,49;780;1081,97;79619
Pozuelo de Alarcón;12/05/2020 9:00;40;46,28;766;886,35;1150
Alcorcón;12/05/2020 9:00;78;45,74;1808;1060,32;72
Navalcarnero;12/05/2020 9:00;12;40,96;172;587,07;967
Robregordo;12/05/2020 9:00;;0;;0;1261
San Agustín del Guadalix;12/05/2020 9:00;;22,42;62;463,41;1296
Las Rozas de Madrid;12/05/2020 9:00;31;32,35;767;800,51;1277
Moraleja de Enmedio;12/05/2020 9:00;;19,47;25;486,76;894
Valdaracete;12/05/2020 9:00;;0;;821,02;1551
Pozuelo del Rey;12/05/2020 9:00;;0;;174,37;1163
Puebla de la Sierra;12/05/2020 9:00;;0;;0;1185
Perales de Tajuña;12/05/2020 9:00;;102,21;10;340,72;1104
Valdemorillo;12/05/2020 9:00;;15,98;48;383,45;1603
Navalafuente;12/05/2020 9:00;;69,01;7;483,09;941
Velilla de San Antonio;12/05/2020 9:00;;40,86;70;572,08;1678
Villanueva de la Cañada;12/05/2020 9:00;8;37,3;143;666,82;1760
Villanueva del Pardillo;12/05/2020 9:00;7;40,75;103;599,53;1776
Los Molinos                                 ;06/05/2020 7:00;;113,92;51;1162;875
Soto del Real                               ;06/05/2020 7:00;;56,82;65;738,72;1441
Valverde de Alcalá                          ;06/05/2020 7:00;;215,05;8;1720,43;1662
Fuente el Saz de Jarama                     ;06/05/2020 7:00;;29,87;32;477,9;590
Nuevo Baztán                                ;07/05/2020 7:00;;15,93;28;446,14;1006
Villamantilla                               ;07/05/2020 7:00;;0;7;485,77;1757
Villamanta                                  ;07/05/2020 7:00;;0;12;469,67;1744
Los Santos de la Humosa;12/05/2020 9:00;;38,61;20;772,2;1375
El Álamo;12/05/2020 9:00;7;73,92;78;823,65;40
Meco                                        ;06/05/2020 7:00;;13,98;127;887,8;838
Madarcos                                    ;06/05/2020 7:00;;0;;0;783
Zarzalejo                                   ;06/05/2020 7:00;;60,31;23;1387,21;1837
Arganda del Rey                             ;06/05/2020 7:00;19;34,3;335;604,81;148
Collado Mediano                             ;06/05/2020 7:00;;0;31;445,53;468
Daganzo de Arriba                           ;06/05/2020 7:00;;0;39;382,17;534
Manzanares El Real                          ;06/05/2020 7:00;;22,62;37;418,55;822
Buitrago del Lozoya                         ;06/05/2020 7:00;;53,08;15;796,18;278
Valdelaguna                                 ;06/05/2020 7:00;;0;;106,72;1570
Valdepiélagos                               ;06/05/2020 7:00;;0;;0;1631
San Martín de la Vega;12/05/2020 9:00;6;31,3;90;469,48;1322
Móstoles;12/05/2020 9:00;157;75,05;2071;990,04;920
Leganés;12/05/2020 9:00;85;44,77;2935;1545,87;745
Braojos;12/05/2020 9:00;;0;;975,61;246
Cubas de la Sagra;12/05/2020 9:00;;46,78;28;436,61;506
Algete;12/05/2020 9:00;;24,26;109;528,84;91
Mejorada del Campo;12/05/2020 9:00;;12,89;173;743,32;843
Loeches;12/05/2020 9:00;;11,38;49;557,39;758
Parla;12/05/2020 9:00;16;12,3;745;572,53;1065
Fuentidueña de Tajo;12/05/2020 9:00;;0;17;828,06;604
Ambite;12/05/2020 9:00;;0;7;1182,43;112
Torremocha de Jarama;12/05/2020 9:00;;0;8;785,08;1533
Anchuelo;12/05/2020 9:00;;0;7;550,75;127
Los Molinos;12/05/2020 9:00;;45,57;51;1162;875
Soto del Real;12/05/2020 9:00;;22,73;65;738,72;1441
Valverde de Alcalá;12/05/2020 9:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;12/05/2020 9:00;;29,87;34;507,77;590
Horcajo de la Sierra-Aoslos;12/05/2020 9:00;;0;;2758,62;702
Valdeolmos-Alalpardo;12/05/2020 9:00;;0;11;265,96;1625
Campo Real;12/05/2020 9:00;;16,1;24;386,47;339
Valdeavero;12/05/2020 9:00;;0;8;514,8;1564
Villamanrique de Tajo;12/05/2020 9:00;;0;;568,99;1739
Cobeña;12/05/2020 9:00;9;121,16;74;996,23;416
Fresnedillas de la Oliva;12/05/2020 9:00;;0;9;572,52;565
Valdilecha;12/05/2020 9:00;;34,09;18;613,71;1659
El Berrueco;12/05/2020 9:00;;0;8;1052,63;210
Pezuela de las Torres;12/05/2020 9:00;;0;;237,53;1111
Villar del Olmo;12/05/2020 9:00;;0;;198,91;1795
Guadarrama;12/05/2020 9:00;22;137,23;204;1272,46;685
San Martín de Valdeiglesias;12/05/2020 9:00;;35,47;85;1004,85;1338
Torrelodones;12/05/2020 9:00;19;80,11;309;1302,86;1527
Boadilla del Monte;12/05/2020 9:00;31;56,81;333;610,23;225
Torrejón de Velasco;12/05/2020 9:00;;22,82;21;479,23;1505
Villanueva de Perales;12/05/2020 9:00;;0;;319,9;1782
Tielmes;12/05/2020 9:00;;37,74;33;1245,28;1467
San Sebastián de los Reyes;12/05/2020 9:00;18;20,16;481;538,78;1343
Guadalix de la Sierra;12/05/2020 9:00;12;193,11;50;804,63;679
Santorcaz;11/05/2020 9:00;;0;7;790,07;1369
Humanes de Madrid;12/05/2020 9:00;9;45,59;115;582,48;730
Chinchón;12/05/2020 9:00;;18,76;26;487,71;528
Cadalso de los Vidrios;12/05/2020 9:00;;0;8;263,24;318
Hoyo de Manzanares;12/05/2020 9:00;6;71,14;37;438,7;724
Torrejón de la Calzada;12/05/2020 9:00;;0;37;417,04;1492
Estremera;12/05/2020 9:00;;0;9;714,29;552
Corpa;12/05/2020 9:00;;0;6;841,51;480
Meco;12/05/2020 9:00;;0;127;887,8;838
Madarcos;12/05/2020 9:00;;0;;0;783
Zarzalejo;12/05/2020 9:00;7;422,2;29;1749,1;1837
Arganda del Rey;12/05/2020 9:00;15;27,08;342;617,45;148
Collado Mediano;12/05/2020 9:00;;14,37;32;459,9;468
Daganzo de Arriba;12/05/2020 9:00;;19,6;41;401,76;534
Manzanares El Real;12/05/2020 9:00;;22,62;38;429,86;822
Buitrago del Lozoya;12/05/2020 9:00;;0;15;796,18;278
Valdelaguna;12/05/2020 9:00;;0;;106,72;1570
Valdepiélagos;12/05/2020 9:00;;0;;0;1631
Casarrubuelos;12/05/2020 9:00;;0;11;291,16;360
Miraflores de la Sierra;12/05/2020 9:00;;16,37;36;589,39;856
Paracuellos de Jarama;12/05/2020 9:00;;0;70;277,02;1049
El Vellón;12/05/2020 9:00;;0;13;663,94;1684
Lozoya;12/05/2020 9:00;;0;;172,12;761
Collado Villalba;12/05/2020 9:00;29;45,54;486;763,2;474
Colmenarejo;12/05/2020 9:00;6;65,72;47;514,79;442
Villavieja del Lozoya;12/05/2020 9:00;;0;;0;1821
Prádena del Rincón;12/05/2020 9:00;;0;;0;1179
La Cabrera;12/05/2020 9:00;;0;11;412,45;301
Sevilla la Nueva;12/05/2020 9:00;7;75,12;129;1384,42;1415
La Acebeda;12/05/2020 9:00;;0;;0;14
Redueña;12/05/2020 9:00;;0;;769,23;1219
Robledillo de la Jara;12/05/2020 9:00;;0;;1250;1245
La Serna del Monte;12/05/2020 9:00;;0;;0;1381
Colmenar de Oreja;12/05/2020 9:00;;12,45;25;311,25;437
Rozas de Puerto Real;12/05/2020 9:00;;0;;566,04;1283
Valdemanco;12/05/2020 9:00;;0;;109,41;1586
Brunete;12/05/2020 9:00;34;316,69;107;996,65;262
Titulcia;12/05/2020 9:00;;76,16;9;685,45;1473
Villa del Prado;12/05/2020 9:00;;61,35;117;1794,48;1718
Lozoyuela-Navas-Sieteiglesias;12/05/2020 9:00;;0;;230,95;9015
Quijorna;12/05/2020 9:00;;0;22;639,72;1198
Valdemoro;12/05/2020 9:00;20;26,32;769;1012,07;1610
Tres Cantos;12/05/2020 9:00;52;108,96;392;821,42;9036
Torrelaguna;12/05/2020 9:00;;63,03;21;441,18;1512
Rivas-Vaciamadrid;12/05/2020 9:00;24;27,23;554;628,47;1230
El Atazar;12/05/2020 9:00;;0;;0;164
Pedrezuela;12/05/2020 9:00;;16,97;25;424,3;1087
Santa María de la Alameda;12/05/2020 9:00;;79,74;6;478,47;1356
Horcajuelo de la Sierra;12/05/2020 9:00;;0;;0;719
Arroyomolinos;12/05/2020 9:00;19;60,52;176;560,58;151
Ribatejada;12/05/2020 9:00;;127,71;;255,43;1224
Moralzarzal;12/05/2020 9:00;6;46,06;74;568,09;908
Canencia;12/05/2020 9:00;;0;;447,43;344
Villarejo de Salvanés;12/05/2020 9:00;;0;34;463,53;1809
Serranillos del Valle;12/05/2020 9:00;;24,01;33;792,32;1408
Villaviciosa de Odón;12/05/2020 9:00;12;43,11;206;740,08;1816
Camarma de Esteruelas;12/05/2020 9:00;;0;42;572,52;323
Robledo de Chavela;12/05/2020 9:00;;70,26;26;608,9;1258
Patones;12/05/2020 9:00;;0;6;1109,06;1071
Navalagamella;12/05/2020 9:00;;0;6;229,89;954
Rascafría;12/05/2020 9:00;;0;6;360,58;1202
El Boalo;12/05/2020 9:00;;0;39;519,45;231
Majadahonda;12/05/2020 9:00;15;20,88;547;761,56;800
Batres;12/05/2020 9:00;;0;8;475,06;170
Alcobendas;12/05/2020 9:00;35;29,9;746;637,39;66
Cervera de Buitrago;11/05/2020 9:00;;0;;2000;395
Alcalá de Henares;12/05/2020 9:00;46;23,51;2327;1189,37;53
Colmenar Viejo;12/05/2020 9:00;63;124,13;415;817,7;455
San Fernando de Henares;12/05/2020 9:00;12;30,43;412;1044,84;1300
Villalbilla;12/05/2020 9:00;;28,82;92;662,92;1723
El Escorial;12/05/2020 9:00;27;167,06;123;761,04;549
Colmenar del Arroyo;12/05/2020 9:00;42;2434,78;49;2840,58;421
Torrejón de Ardoz;12/05/2020 9:00;31;23,6;961;731,49;1489
Piñuécar-Gandullas;12/05/2020 9:00;;0;;0;1147
Brea de Tajo;12/05/2020 9:00;;190,84;6;1145,04;259
El Molar;12/05/2020 9:00;;0;35;391,59;869
Belmonte de Tajo;12/05/2020 9:00;;0;;300,48;199
Torres de la Alameda;12/05/2020 9:00;;25,71;75;964,13;1548
Somosierra;12/05/2020 9:00;;0;;1162,79;1436
Alpedrete;12/05/2020 9:00;;13,72;139;953,69;105
Orusco de Tajuña;12/05/2020 9:00;;0;17;1366,56;1028
La Hiruela;12/05/2020 9:00;;0;;1754,39;698
Cervera de Buitrago;12/05/2020 9:00;;0;;2000;395
Getafe;12/05/2020 9:00;52;28,36;1276;695,85;650
Villaconejos;12/05/2020 9:00;;29,52;9;265,64;1701
Valdetorres de Jarama;12/05/2020 9:00;;22,24;17;378,03;1646
Madrid-Retiro;11/05/2020 9:00;109;91,35;1435;1202,68;79603
Madrid-Salamanca;11/05/2020 9:00;73;49,96;1600;1095,11;79604
Madrid-Centro;11/05/2020 9:00;51;37,82;1130;837,98;79601
Madrid-Arganzuela;11/05/2020 9:00;72;46,81;1550;1007,78;79602
Madrid-Chamartín;11/05/2020 9:00;91;62,39;1583;1085,37;79605
Madrid-Tetuán;11/05/2020 9:00;72;45,56;2079;1315,63;79606
Madrid-Chamberí;11/05/2020 9:00;76;54,53;1505;1079,79;79607
Madrid-Fuencarral-El Pardo;11/05/2020 9:00;112;45,54;2916;1185,66;79608
Madrid-Moncloa-Aravaca;11/05/2020 9:00;95;79,55;1341;1122,94;79609
Madrid-Latina;11/05/2020 9:00;152;63,81;2700;1133,42;79610
Madrid-Carabanchel;11/05/2020 9:00;128;50,57;2616;1033,59;79611
Madrid-Usera;11/05/2020 9:00;50;35,78;1361;973,94;79612
Madrid-Puente de Vallecas;11/05/2020 9:00;126;53,65;2978;1268,01;79613
Batres;11/05/2020 9:00;;0;8;475,06;170
Madrid-San Blas - Canillejas;11/05/2020 9:00;68;43;1422;899,19;79620
Madrid-Barajas;11/05/2020 9:00;9;18,39;419;856,06;79621
Madrid-Moratalaz;11/05/2020 9:00;45;47,58;1289;1363,01;79614
Madrid-Ciudad Lineal;11/05/2020 9:00;87;40,22;2155;996,38;79615
Madrid-Hortaleza;11/05/2020 9:00;47;24,98;1699;902,83;79616
Madrid-Villaverde;11/05/2020 9:00;56;37,6;1386;930,54;79617
Madrid-Villa de Vallecas;11/05/2020 9:00;39;35,34;1190;1078,24;79618
Madrid-Vicálvaro;11/05/2020 9:00;41;56,87;779;1080,58;79619
Pozuelo de Alarcón;11/05/2020 9:00;48;55,54;766;886,35;1150
Alcorcón;11/05/2020 9:00;91;53,37;1805;1058,56;72
Navalcarnero;11/05/2020 9:00;13;44,37;171;583,66;967
San Agustín del Guadalix;11/05/2020 9:00;;37,37;62;463,41;1296
Las Rozas de Madrid;11/05/2020 9:00;39;40,7;768;801,55;1277
Moraleja de Enmedio;11/05/2020 9:00;;19,47;25;486,76;894
Valdaracete;11/05/2020 9:00;;0;;821,02;1551
Pozuelo del Rey;11/05/2020 9:00;;0;;174,37;1163
Puebla de la Sierra;11/05/2020 9:00;;0;;0;1185
Perales de Tajuña;11/05/2020 9:00;;102,21;10;340,72;1104
Valdemorillo;11/05/2020 9:00;;23,97;48;383,45;1603
Navalafuente;11/05/2020 9:00;;69,01;7;483,09;941
Velilla de San Antonio;11/05/2020 9:00;;40,86;70;572,08;1678
Villanueva de la Cañada;11/05/2020 9:00;9;41,97;142;662,16;1760
Villanueva del Pardillo;11/05/2020 9:00;6;34,92;96;558,79;1776
Nuevo Baztán;11/05/2020 9:00;;15,93;28;446,14;1006
Villamantilla;11/05/2020 9:00;;0;7;485,77;1757
Villamanta;11/05/2020 9:00;;0;12;469,67;1744
Cabanillas de la Sierra;11/05/2020 9:00;;0;10;1322,75;297
Cenicientos;11/05/2020 9:00;;245,94;26;1278,9;376
Puentes Viejas;11/05/2020 9:00;;0;;294,55;9020
Aranjuez;11/05/2020 9:00;8;13,42;443;743,2;133
Cercedilla;11/05/2020 9:00;;71,16;107;1522,91;382
Coslada;11/05/2020 9:00;22;26,94;793;971,09;493
Morata de Tajuña;11/05/2020 9:00;;13,02;96;1249,51;915
Robregordo;11/05/2020 9:00;;0;;0;1261
Navarredonda y San Mamés;11/05/2020 9:00;;0;;1550,39;973
Venturada;11/05/2020 9:00;;0;;138,7;1697
Navacerrada;11/05/2020 9:00;;100,94;18;605,65;936
Montejo de la Sierra;11/05/2020 9:00;;0;;283,29;881
Fresno de Torote;11/05/2020 9:00;;0;14;630,35;571
Pinilla del Valle;11/05/2020 9:00;;0;;0;1126
Valdemaqueda;11/05/2020 9:00;;128,04;;640,2;1599
Navas del Rey;11/05/2020 9:00;15;514,05;78;2673,06;992
Olmeda de las Fuentes;11/05/2020 9:00;;0;;862,07;1013
Bustarviejo;11/05/2020 9:00;;0;7;279,66;284
Becerril de la Sierra;11/05/2020 9:00;;0;30;525,03;186
Fuenlabrada;11/05/2020 9:00;67;34,59;1522;785,75;587
Garganta de los Montes;11/05/2020 9:00;;0;;288,18;626
Pinto;11/05/2020 9:00;27;51,4;266;506,42;1132
Alameda del Valle;11/05/2020 9:00;;0;;0;35
Berzosa del Lozoya;11/05/2020 9:00;;0;;975,61;203
Los Santos de la Humosa;11/05/2020 9:00;;38,61;20;772,2;1375
El Álamo;11/05/2020 9:00;7;73,92;78;823,65;40
Pelayos de la Presa;11/05/2020 9:00;;77,04;18;693,37;1090
Galapagar;11/05/2020 9:00;27;80,02;260;770,55;611
